Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,,2026,13949.25,0,0,0,0,0,0,0,0,0,0,0,13949.25,,13949.25,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Reporting,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,YTD,,,,
,,,Year,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,
,,Salvage,2025,0,0,-18653.033181073093,-312.41618513811875,-7010.564275831522,0,-11043.02796967911,0,0,0,-15738.155961953098,-11342.664380611746,-64099.86195428668,,0,,,,
,,Salvage,2026,0,0,0,0,0,0,-14479.554620499617,0,0,0,0,0,-14479.554620499617,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Estimated Outstanding Value,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,
,,Estimated Outstanding Value,2018,0,0,0,0,0,0,0,16115.1111513313,0,0,0,0,16115.1111513313,,0,,,,
,,Estimated Outstanding Value,2019,0,0,0,0,0,0,0,0,0,0,13396.697326648731,4427.18752871944,17823.88485536817,,0,,,,
,,Estimated Outstanding Value,2020,1409.2024927959005,9774.008516344898,17782.82092784968,8237.199725152808,4999.782253290101,19853.857159856034,13840.401277576108,17039.854289767798,7704.644505662245,12166.25926970463,4368.852701328658,11580.840695060957,128757.72381438984,,1409.2024927959005,,,,
,,Estimated Outstanding Value,2021,11863.736977105189,12832.243592264535,532.1118332727033,17608.475117185608,6875.253699101842,1190.8953016538333,4012.4114488337455,12642.1992986549,2307.824315091805,12498.028552406446,9424.488280186384,24217.855198084057,116005.52361384105,,11863.736977105189,,,,
,,Estimated Outstanding Value,2022,3657.9911641566973,10372.363585565938,13624.959328689743,1168.903353574748,487.13318168203097,10925.496230741768,20394.452918823026,2764.775158961205,20090.491407596965,5323.623696447043,26943.01875100052,34328.09861085101,150081.3073880907,,3657.9911641566973,,,,
,,Estimated Outstanding Value,2023,7586.767258445279,37184.05289221791,23725.263740738817,6504.677770738117,35645.90366895533,57163.90178878183,8475.400489882559,16279.258849163141,16647.85003505721,46625.72783807711,43350.786873661586,26451.618579359805,325641.20978507865,,7586.767258445279,,,,
,,Estimated Outstanding Value,2024,54287.11649670773,61038.7364165082,31814.0014663139,9548.39828741447,64351.06173217693,61124.13668485339,61400.69151790672,70612.20876742915,31635.037453958506,97059.02145174894,70344.66634041727,63005.681502499,676220.7581179342,,54287.11649670773,,,,
,,Estimated Outstanding Value,2025,51120.45410211653,92399.8028088701,102464.31697125352,68278.07878280905,44489.28724585333,48699.5436124102,50189.67221713574,16161.349417678417,54014.480322923,11056.547353078671,10218.696571705677,14645.297296437378,563737.5267022717,,51120.45410211653,,,,
,,Estimated Outstanding Value,2026,15012.771591922326,0,0,0,0,0,0,0,0,0,0,0,15012.771591922326,,15012.771591922326,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Unallocated cost,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,
,,Unallocated cost,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,
,,Unallocated cost,2019,0,0,0,0,0,0,0,0,0,0,0,2568.1,2568.1,,0,,,,
,,Unallocated cost,2020,2127.15,4137.16,4305.25,1772.16,448.76,1946.94,5612.49,4483.99,5756.26,4745.74,502.99,4965.84,40804.729999999996,,2127.15,,,,
,,Unallocated cost,2021,4783.87,504.99,205.12,3907.56,2338.41,337.37,1597.07,1582.46,2149.63,2088.67,5720.04,1209.12,26424.31,,4783.87,,,,
,,Unallocated cost,2022,927.37,3434.24,5082.26,1339.22,5436.86,584.47,5603.39,2257.02,5124.33,3613.03,4720.69,2608.14,40731.02,,927.37,,,,
,,Unallocated cost,2023,4280.4,2947.52,5024.41,2914.05,723.76,4893.3,4736.62,2192.49,3233.91,229.85,5397.25,1214.42,37787.979999999996,,4280.4,,,,
,,Unallocated cost,2024,4944.11,2154.84,5508.69,2808.34,5057.38,59.06,3377.71,393.29,1073.34,2489.33,302.15,3194,31362.240000000005,,4944.11,,,,
,,Unallocated cost,2025,4742.04,547.71,5804.6,5168.68,3628.08,4080.91,1083.97,4068.18,5937.54,1851.26,5766.68,0,42679.65,,4742.04,,,,
,,Unallocated cost,2026,4318.29,1270.74,0,0,0,0,0,0,0,0,0,0,5589.03,,4318.29,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,ACS,2017,8253.276908970056,5680.100264990133,2112.850023691111,10113.544905019307,14544.494733504309,7419.199510636931,10204.24687385165,12298.465044646793,5064.2099793125435,19237.119384640933,12390.924867680133,19387.81875107546,126706.25124801937,,8253.276908970056,,,,
,,ACS,2018,6241.727320359311,1825.637481761264,7847.839437206874,16198.353431915564,485.3551273756329,13986.716050418028,13827.947750673231,13621.95733557307,5178.892270219666,6936.433215632945,10621.289414962966,2563.7747376307084,99335.92357372928,,6241.727320359311,,,,
,,ACS,2019,6796.635089709484,4663.008582947312,13701.725102735389,19499.960261488468,15598.319981923434,16168.67747200591,14786.951649232771,16929.96802294294,10548.706366904706,10926.610786009182,13991.975442289364,6387.193766284796,149999.73252447374,,6796.635089709484,,,,
