Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,% Desistimientos (Cancelaciones en los primeros 15 dias / ventas brutas),,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
,,,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Inception,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,YTD,,,,,,,,,,,,
,,,Year,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commercial operations by Sales Channel (only SMARTPHONES),2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commercial operations by Sales Channel (only SMARTPHONES),2026,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Sales Channel,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Sales Channel,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commercial,TIENDA,,13007,112169,50695,5744,85553,118219,40566,42649,60081,33175,98727,59506,,60007.583333333336,0,781128,759106,917146,785320,,124735,59506,,,,
,,operations,CALLCENTER,,93723,69056,71621,110937,145636,98078,42088,76439,109720,135731,106863,42496,,91865.66666666667,0,811023,946917,864670,1131924,,72032,42496,,,,
,,operations,DIGITAL,,90728,113809,42930,10320,100628,148927,41792,81994,11392,108203,17628,4483,,64402.833333333336,0,585336,1026778,1072490,772564,,4213,4483,,,,
,,Total (SMARTPHONE),,,197458,295034,165246,127001,331817,365224,124446,201082,181193,277109,223218,106485,,216276.08333333334,0,2177487,2732801,2854306,2689808,,200980,106485,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gross New Policies by Sales Channel,DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gross New Policies by Sales Channel,DIGITAL,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Sales Channel,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Sales Channel,,,,,,,,,,,,,,,Average,2018,2019,2020,2021,2022,,2022,2023,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,TIENDA,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,239167,,23501,14537,,,,
,,Policies,CALLCENTER,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,61814,,6202,3503,,,,
,,Policies,DIGITAL,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,233058,,23925,13625,,,,
,,Total (SMARTPHONE),,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Net New Policies by Sales Channel (only SMARTPHONES),DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Net New Policies by Sales Channel (only SMARTPHONES),DIGITAL,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Sales Channel,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Sales Channel,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,TIENDA,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,238457,,23627,14402,,,,
,,Policies,CALLCENTER,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,61293,,6269,3410,,,,
,,Policies,DIGITAL,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,230440,,23532,13439,,,,
,,Total (SMARTPHONE),,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IP Neto by Sales Channel (only SMARTPHONES),DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IP Neto by Sales Channel (only SMARTPHONES),DIGITAL,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Sales Channel,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
