Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,D,,,Band 3,0,0,0,0,74,120,97,328,326,397,257,407,167.16666666666666,,0,,0,407,,
,D,,,Band 4,0,0,0,0,20,216,389,413,400,502,860,847,303.9166666666667,,0,,0,847,,
,D,,,Band 5,0,0,0,0,41,308,386,340,452,559,927,676,307.4166666666667,,0,,0,676,,
,D,,,Band 6,0,0,0,0,167,183,268,348,535,672,696,721,299.1666666666667,,0,,0,721,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Live Policies by Make,AD & Theft,,,,,,,,,,,,,,,,,,,,,
,,Live Policies by Make,AD & Theft,,,Reporting Month,,,,,,,,,,,,,,,,,,
,,Measure,Make,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,Measure,Make,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Live,ALCATEL, ,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,42,,
,,Policies,APPLE, ,19007,18663,17354,16976,16971,16401,15639,14841,14881,14270,13383,11700,15840.5,,13383,,19436,19765,,
,,Policies,BQ,,7,12,11,12,13,5,8,4,3,0,1,7,6.916666666666667,,1,,12,302,,
,,Policies,HUAWEI, ,1130,1035,858,877,848,646,503,458,326,289,291,221,623.5,,291,,1293,19069,,
,,Policies,LG,,84,65,57,61,39,33,31,33,34,14,11,9,39.25,,11,,80,5325,,
,,Policies,MICROSOFT,,14,16,15,8,3,6,0,7,9,1,1,3,6.916666666666667,,1,,9,0,,
,,Policies,MOTOROLA,,1122,1191,1126,1168,1201,1102,1148,1113,1254,1294,1078,1148,1162.0833333333333,,1078,,1200,123,,
,,Policies,NOKIA, ,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Policies,OPPO, ,5979,5486,5288,5325,5174,4901,4594,4213,4393,4194,4027,3437,4750.916666666667,,4027,,6202,10487,,
,,Policies,SAMSUNG, ,15348,14747,14270,13097,12589,12091,11477,11343,11077,10802,10033,8989,12155.25,,10033,,15877,41768,,
,,Policies,SONY, ,11,5,11,4,5,0,9,3,6,8,6,4,6,,6,,19,634,,
,,Policies,XIAOMI, ,10533,10820,10226,9635,9483,8568,8171,8428,8297,7845,7684,6665,8862.916666666666,,7684,,11074,13649,,
,,Policies,ZTE, ,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Policies,UNKNOWN, ,464,558,494,501,549,544,527,503,722,830,867,912,622.5833333333334,,867,,541,916,,
,,Policies,OTHER, ,2119,2107,2052,1929,1852,1762,1770,1670,1858,1767,1629,1587,1841.8333333333333,,1629,,2124,771,,
,,Total,, ,55818,54705,51762,49593,48727,46059,43877,42616,42860,41314,39011,34682,45918.666666666664,,39011,,57867,112851,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Live,ALCATEL, ,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0.0003721721562059707,,
,,Mix,APPLE, ,0.34051739582213625,0.3411571154373458,0.3352652525018353,0.34230637388341095,0.3482873971309541,0.3560867582882824,0.35642819700526474,0.34824948376196735,0.34720018665422303,0.3454034951832309,0.34305708646279254,0.3373507871518367,0.3449686402044194,,0.34305708646279254,,0.3358736412808682,0.17514244446216692,,
,,Mix,BQ,,0.00012540757461750688,0.00021935837674801206,0.0002125111085352189,0.0002419696328110822,0.00026679253801793664,0.00010855641676979527,0.00018232787109419513,9.386146048432514e-05,6.99953336444237e-05,0,2.5633795596113916e-05,0.00020183380427887666,0.00015062864775399983,,2.5633795596113916e-05,,0.00020737207734978485,0.002676095027957218,,
,,Mix,HUAWEI, ,0.020244365616826115,0.01891965999451604,0.016575866465747074,0.01768394733127659,0.017403082479939252,0.014025489046657548,0.01146386489504752,0.010747137225455228,0.007606159589360709,0.00699520743573607,0.00745943451846915,0.006372181535090248,0.01357835593367984,,0.00745943451846915,,0.022344341334439317,0.16897502015932514,,
,,Mix,LG,,0.0015048908954100827,0.0011881912073850654,0.0011011939260461342,0.0012300123001230013,0.00080037761405381,0.0007164723506806487,0.0007065205004900062,0.0007743570489956823,0.0007932804479701353,0.00033886818027787193,0.00028197175155725306,0.00025950060550141286,0.0008547722059293243,,0.00028197175155725306,,0.0013824805156652323,0.04718611266182843,,
