Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,Claims Frequency,,,,,,,,,,,,,,,,,,,,
,,,,,Loss Month,,,,,,,,,,,,,,,,,
,,Measure,Reporting,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,YTD,,,,
,,,Year,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,
,,(Annualised),2025,8.820757971423568,1.8782357761684088,1.1538415838752916,1.3669602885495342,3.4175911824624734,1.0308900026175742,3.4825887449811193,0.9146993003195605,0.7637149011380676,35.52974660983253,0.4536082627520115,1.9010858068218845,1.4422180783074718,,8.820757971423568,,,,
,,(Annualised),2026,1.6305941531867414,0,0,0,0,0,0,0,0,0,0,0,1.6305941531867414,,1.6305941531867414,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Claims Severity,2026,,,,,,,,,,,,,,,,,,,
,,Claims Severity,2026,,Paid Month,,,,,,,,,,,,,,,,,
,,Measure,Reporting,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,YTD,,,,
,,Measure,Year,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Claims Severity,2013,,,,,,,229.6025221551236,235.6856018944887,254.2469724398584,248.0660037939008,234.2900791234123,251.6045517212834,242.8425057755303,,242.8425057755303,,,,
,,(including Excess),2014,237.6984609111401,252.6781305866317,215.7916548550161,208.2010135957663,230.3037526682804,230.1650842934321,214.194266188025,198.7381877294977,211.3279383047313,216.4793428247206,220.4059616820866,219.2053140246971,221.3053399738597,,221.3053399738597,,,,
,,(including Excess),2015,224.4789124615868,259.9065893266865,219.7102419886568,223.4906258884062,228.5809403958294,216.8002327079269,232.7902128823505,221.0547280124917,248.3165471528253,252.8164800767608,252.8080098708613,243.7650305976232,235.3573333475684,,235.3573333475684,,,,
,,(including Excess),2016,249.0082580979375,249.5581597837541,248.5475650345911,243.5377927481796,254.3474439912908,256.2986358868444,229.4757534909255,247.5719512993925,258.8695561660504,255.7622973191595,260.0960434848517,248.5610737036337,250.1603896975936,,250.1603896975936,,,,
,,(including Excess),2017,248.3783664197411,233.7632343541054,250.8680218707931,249.4217034502961,232.6649526441319,216.6607290353056,229.4282916816285,233.7987424587293,236.7409021845105,232.1807533814878,227.5244377694698,228.5262204484373,235.2055301008022,,236.8704644058753,,,,
,,(including Excess),2018,195.0741999792959,236.8049511243195,230.9093786176012,228.5171761866063,234.8555339401155,238.5540506489201,247.2122679183643,245.3447779539977,250.8850086409479,252.8587425643875,253.3526148670594,258.6691245893547,238.4559624454856,,233.7267080489113,,,,
,,(including Excess),2019,256.6447485231452,254.628429124276,261.2543214987072,266.6841346575832,260.2109519828683,266.3427486955571,268.4268523199088,264.5079555532816,273.5727252698615,280.0111059076813,276.459175273058,279.3563324774804,266.9545942949317,,263.5473323090794,,,,
,,(including Excess),2020,171.6531441048035,210.5775925925926,211.5885947302384,165.75125641025642,238.33600985221676,227.00978787878782,252.4735398230089,141.7356777777778,202.52049429657794,147.26756,195.25424924924923,176.32392557022808,3.3347940305848236,,2.435945429601287,,,,
,,(including Excess),2021,278.7803463203463,254.4682626262626,300.577345844504,221.73752403846157,199.36072289156624,146.11609839816933,351.4559744408946,261.70815126050417,157.6714862914863,180.94741192411925,186.76367132867134,238.46284722222222,3.388846537754126,,2.2773400801132238,,,,
,,(including Excess),2022,230.9581366459627,138.00453900709223,191.75094462540716,239.56148418491486,137.90763912310285,201.39341417910447,199.81704697986575,221.38983935742974,185.13627490039838,127.58773897058825,283.94773684210526,101.18498150431566,3.3115605631754135,,3.0037303522735246,,,,
,,(including Excess),2023,202.94196467991168,154.4599117971334,183.1673221757322,202.12518164435946,210.71884765625,190.08365411436543,99.69346153846155,269.73722347629797,187.44874239350915,214.87532283464566,119.02636220472442,147.23746867167918,3.3169722269466324,,4.378396349103206,,28997.49357456064,,
,,(including Excess),2024,211.98886310904868,212.21990942028987,263.2343842364532,187.73070500927645,137.34320109439125,190.57535031847135,185.9141407528641,187.82303496503496,140.82518333333337,233.00971619365612,241.41662707838478,267.2546268656717,3.4013556712906365,,3.0287381775721283,,,,
