Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,Live Policies by Top 20 Models (Current Month),,,,,,,,,,,,,,,,,,,,,,
,,,,,,Reporting Month,,,,,,,,,,,,,,,,,,
,,Measure,Make & Model,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,,,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,Policies,GALAXY A3,,759,624,660,624,677,597,577,634,527,502,553,376,592.5,,553,,723,732,,
,,Policies,RENO,,1091,1007,1074,996,977,922,843,901,940,850,865,717,931.9166666666666,,865,,1179,962,,
,,Policies,IPHONE 13,,1913,1811,1736,1680,1718,1683,1535,1508,1498,1455,1427,1301,1605.4166666666667,,1427,,1962,0,,
,,Policies,13,,1080,1075,1001,985,835,770,843,758,729,710,706,610,841.8333333333334,,706,,1081,0,,
,,Policies,IPHONE 14,,1255,1257,1192,1287,1237,1212,1127,1028,971,925,993,819,1108.5833333333333,,993,,1264,0,,
,,Policies,IPHONE 15,,953,984,906,898,948,869,836,787,757,822,773,765,858.1666666666666,,773,,914,0,,
,,Policies,IPHONE 16,,214,204,213,210,203,281,316,247,336,297,325,263,259.0833333333333,,325,,198,0,,
,,Policies,TAB M11,,55,42,63,68,51,67,64,58,90,106,91,94,70.75,,91,,69,0,,
,,Policies,MOTO G,,449,471,465,434,432,354,378,413,481,461,404,427,430.75,,404,,495,123,,
,,Policies,IPHONE 16 PRO MAX,,339,290,311,369,359,352,336,363,391,320,317,295,336.8333333333333,,317,,281,0,,
,,Policies,UNKNOWN,,464,558,494,501,549,544,527,503,722,830,867,912,622.5833333333334,,867,,541,916,,
,,Policies,REDMI NOTE 14 PRO,,44,43,46,57,62,71,82,94,119,118,119,131,82.16666666666667,,119,,25,0,,
,,Policies,IPHONE 16 PRO,,279,311,335,305,353,374,353,342,400,371,340,321,340.3333333333333,,340,,319,0,,
,,Policies,REDMI NOTE 14 PRO PLUS,,68,70,128,109,131,144,122,151,194,186,193,224,143.33333333333334,,193,,37,0,,
,,Policies,REDMI NOTE 14,,56,80,63,95,110,82,100,101,158,142,182,151,110,,182,,52,0,,
,,Policies,GALAXY A12,,713,738,708,660,602,554,471,446,452,454,449,381,552.3333333333334,,449,,786,528,,
,,Policies,A5,,673,626,610,637,688,619,602,489,525,498,520,421,575.6666666666666,,520,,708,787,,
,,Total Top 20,,,16672,16442,15919,15379,15231,14613,13940,13841,14089,13940,13582,12369,14668.083333333334,,13582,,17002,10723,,
,,% of Overall,A5,,0.29868501200329645,0.3005575358742345,0.3075422124338318,0.31010424858346947,0.3125782420423995,0.31726698365140366,0.317706315381635,0.3247841186408861,0.3287214185720952,0.33741588807668105,0.3481582117864192,0.35664033216077506,0.3216800432672606,,0.3481582117864192,,0.2938116715917535,0.0950190959761101,,
,,Total,,,55818,54705,51762,49593,48727,46059,43877,42616,42860,41314,39011,34682,45918.666666666664,,39011,,57867,112851,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Live,GALAXY A5,,0.02694471317496148,0.026286445480303445,0.026872995633862678,0.026213376887867238,0.02536581361462844,0.026921991358909225,0.026460332292545068,0.02797071522432889,0.026248250116658888,0.028343902793242,0.025044218297403296,0.02721873017703708,0.026639493016638115,,0.025044218297403296,,0.027390395216617416,0.012574102134673153,,
,,Policies,GALAXY S2,,0.07038948009602637,0.0709989946074399,0.07094007186739307,0.0700502086988083,0.0680115746916494,0.06869450053192644,0.06889714428971899,0.0723437206682936,0.07076528231451236,0.07196107856900809,0.0716720924867345,0.07453434058012802,0.07065028020558088,,0.0716720924867345,,0.06819085143518759,0.046574686976632904,,
,,Mix,GALAXY TAB,,0.014941416747285823,0.016981994333241934,0.016440632123951932,0.013913253886637228,0.015371354690418044,0.015501856314726763,0.014677393623082709,0.017434766284963394,0.014955669622025198,0.018129447644866147,0.017559149983338032,0.018222709186321434,0.016080969249978223,,0.017559149983338032,,0.014464202395147494,0,,
,,Mix,GALAXY A3,,0.013597764162098248,0.011406635590896627,0.012750666512113134,0.012582420906176275,0.013893734479857164,0.012961636162313554,0.013150397702668824,0.014877041486765535,0.012295846943537098,0.012150844749963693,0.014175488964650996,0.010841358629836803,0.012903249223264322,,0.014175488964650996,,0.012494167660324537,0.006486429008161204,,
,,Mix,RENO,,0.019545666272528576,0.018407823782104014,0.02074881186971137,0.020083479523319823,0.020050485357194163,0.020017803252350246,0.019212799416550814,0.021142293974094235,0.021931871208586095,0.020574139516870794,0.022173233190638537,0.020673548238279223,0.020294941781120242,,0.022173233190638537,,0.020374306599616362,0.008524514625479615,,
