Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,5th Renewal Cancellation by Product,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cancellation Month,,,,,,,,,,,,,,,,,,
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,,,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,Total,,,80,434,262,452,528,421,352,276,413,244,476,334,356,,4379,,441,334,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off,D,,102,393,200,474,381,362,412,417,264,319,367,366,338.0833333333333,,4140,,449,366,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,102,393,200,474,381,362,412,417,264,319,367,366,338.0833333333333,,4140,,449,366,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off ,D,,1.275,0.9055299539170507,0.7633587786259542,1.0486725663716814,0.7215909090909091,0.8598574821852731,1.1704545454545454,1.5108695652173914,0.639225181598063,1.3073770491803278,0.7710084033613446,1.095808383233533,1.0057294015196727,,0.9454213290705641,,1.018140589569161,1.095808383233533,,
