Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,Net New Policies by Device Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Device Type,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,,,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commercial Operations by Device Type,WATCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commercial Operations by Device Type,WATCH,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Device Type,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Device Type,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,SMARTPHONE,,197458,295034,165246,127001,331817,365224,124446,201082,181193,277109,223218,106485,,216276.08333333334,0,2177487,2732801,2854306,2689808,,200980,106485,,,,
,,Policies,TABLET,,111792,95863,48832,44140,66446,91626,81489,27827,82154,63159,92126,93693,,74928.91666666667,0,844465,1090367,785266,826217,,20763,93693,,,,
,,Policies,WATCH,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IP Neto by Device Type,WATCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IP Neto by Device Type,WATCH,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Device Type,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Device Type,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,SMARTPHONE,,0.2588499832875852,0.17189544255916267,0.29235200852062987,0.36772151400382674,0.1359574705334567,0.11674479223709286,0.32674412998408947,0.1981629385027004,0.21415838360201553,0.1360511567650275,0.157509699038608,0.2934779546414988,,0.19574247884551882,0,0.0735728847060855,0.05699280701375622,0.24085434427843405,0.19711072314455158,,0.2658373967558961,0.2934779546414988,,,,
,,Policies,TABLET,,0.029832188349792472,0.03572807026694345,0.0669028505897772,0.06769370185772541,0.04636847966770009,0.031006482876039552,0.03496177398176441,0.09857332806267294,0.034544879129439834,0.04504504504504504,0.028363328484901112,0.026352022029393872,,0.03925275844772879,0,0.004276080121733879,0.004621379773966013,0.04785894206549118,0.043874672150294655,,0.16495689447575013,0.026352022029393872,,,,
,,Policies,WATCH,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,% Desistimiento by Device Type,WATCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,% Desistimiento by Device Type,WATCH,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Device Type,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Device Type,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,SMARTPHONE,,0.021798625863619834,0.005939080324591321,-0.004428550637253883,0.0012617621899059025,0.008374730733723128,0.006338848753204381,0.02680580154133359,-0.0011054443132427203,0.01734660285142698,0.00023866348448687351,-0.0017665327520870729,0.013074372335386072,,0.00793436911708424,0.009703262280266635,-0.01194469184463689,-0.02431389055132092,-0.0016420313399237994,0.007207338789863661,,0.0037293950921160586,0.013074372335386072,,,,
,,Policies,TABLET,,0.028263403263403264,-0.005578391074574281,-0.05319148936170213,0.07118433322971712,0.024382520582647244,-0.015005359056806002,-0.03675400291120815,0.024884464984002843,0.017993079584775088,-0.055658627087198514,0.013590033975084938,-0.03435274403016338,,5.66636446057241e-05,-0.003419972640218878,0.03552350427350427,0.08514887436456064,0.0010366550596741181,0.003710320186890202,,0.014672036823935558,-0.03435274403016338,,,,
