Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,IP Neto by Sales Channel (only SMARTPHONES),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Sales Channel,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,,,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,Measure,Sales Channel,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,TIENDA,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.30364310090154334,,0.18941756523830522,0.2420260141834437,,,,
,,Policies,CALLCENTER,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.0541493951890763,,0.0870307641048423,0.08024284638554217,,,,
,,Policies,DIGITAL,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.298279495291005,,5.58556847851887,2.9977693508811063,,,,
,,Total (SMARTPHONE),,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,% Desistimiento by Sales Channel (only SMARTPHONES),DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,% Desistimiento by Sales Channel (only SMARTPHONES),DIGITAL,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Sales Channel,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Sales Channel,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,TIENDA,,,,,,,,,,,,,,,,0,0,0,0,0.002968636977509439,,-0.005361473979830646,0.00928664786407099,,,,
,,Policies,CALLCENTER,,,,,,,,,,,,,,,,0,0,0,0,0.008428511340473031,,-0.010802966784908094,0.02654867256637168,,,,
,,Policies,DIGITAL,,,,,,,,,,,,,,,,0,0,0,0,0.011233255241184598,,0.016426332288401253,0.01365137614678899,,,,
,,Total (SMARTPHONE),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gross New Policies by Device Type,DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gross New Policies by Device Type,DIGITAL,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Device Type,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Device Type,,,,,,,,,,,,,,,Average,2018,2019,2020,2021,2022,,2022,2023,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,SMARTPHONE,,52251,51018,48097,46760,45494,42910,41782,39803,39489,37710,35097,31665,,42673,147167,158313,152053,686345,534039,,53628,31665,,,,
,,Policies,TABLET,,3432,3406,3102,3217,3158,2799,2748,2813,2890,2695,2649,2387,,2941.3333333333335,1462,3744,5508,37621,36385,,3476,2387,,,,
,,Policies,WATCH,,4,2,8,0,0,0,0,0,0,0,0,0,,1.1666666666666667,99,83,85,160,24,,10,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Net New Policies by Device Type,WATCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Net New Policies by Device Type,WATCH,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Device Type,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,Measure,Device Type,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Business,SMARTPHONE,,51112,50715,48310,46701,45113,42638,40662,39847,38804,37701,35159,31251,,42334.416666666664,145739,160204,155750,687472,530190,,53428,31251,,,,
,,Policies,TABLET,,3335,3425,3267,2988,3081,2841,2849,2743,2838,2845,2613,2469,,2941.1666666666665,1467,3611,5039,37582,36250,,3425,2469,,,,
,,Policies,WATCH,,6,6,2,0,0,0,0,0,0,0,0,0,,1.1666666666666667,146,76,81,214,19,,5,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
