Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,Lapse By Product,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cancellation Month,,,,,,,,,,,,,,,,,,
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,,,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,Lapse,H,New Business,0,0,0,0,-89,-310,118,-196,-241,-8,-571,-98,-116.25,,-1297,,0,-98,,
,,Lapse,H,1st Renewals,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Lapse,H,2nd Renewals,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Lapse,H,3rd Renewals,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Lapse,H,4th Renewals,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Lapse,H,5th Renewals,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,87247,88913,89888,92175,91556,92985,95004,98246,97270,98161,95776,98482,93808.58333333333,,1113155,,85934,98482,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,MTC By Product,H,,,,,,,,,,,,,,,,,,,,,
,,MTC By Product,H,,,Cancellation Month,,,,,,,,,,,,,,,,,,
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,Measure,Product,,,,,,,,,,,,,,Average,,2022,,2022,2023,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,MTC,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,C,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,D,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
