Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,,,Band 4 - €601 - €950,288.0,488.0,469.0,535.0,456.0,548.0,772.0,680.0,619.0,579.0,686.0,735.0,571.25,,6427.0,,307.0,735.0,,
,,,,Band 5 - €951 - €1200,560.0,266.0,344.0,630.0,500.0,731.0,704.0,564.0,770.0,734.0,750.0,788.0,611.75,,6911.0,,358.0,788.0,,
,,,,Band 6 - €1201 - €1500,408.0,454.0,642.0,661.0,457.0,952.0,809.0,1092.0,750.0,991.0,917.0,813.0,745.5,,8677.0,,544.0,813.0,,
,,,E - Apr 24 to present,Band 1 - €0 - €200,347.0,491.0,608.0,495.0,550.0,585.0,508.0,657.0,686.0,819.0,593.0,547.0,573.8333333333334,,6696.0,,357.0,547.0,,
,,Measure,E - Apr 24 to present,Band 1 - €0 - €200,347.0,491.0,608.0,495.0,550.0,585.0,508.0,657.0,686.0,819.0,593.0,547.0,573.8333333333334,,6696.0,,357.0,547.0,,
,,Measure,Theft Only,Band 2 - €201 - €400,231.0,442.0,649.0,748.0,623.0,792.0,740.0,830.0,925.0,762.0,1051.0,1305.0,758.1666666666666,,8300.0,,507.0,1305.0,,
,,Measure,Theft Only,Band 3 - €401 - €600,434.0,584.0,408.0,802.0,625.0,625.0,748.0,722.0,790.0,715.0,988.0,908.0,695.75,,7695.0,,254.0,908.0,,
,,Measure,Theft Only,Band 4 - €601 - €950,660.0,462.0,638.0,546.0,648.0,729.0,720.0,667.0,537.0,705.0,908.0,1153.0,697.75,,7678.0,,458.0,1153.0,,
,,Measure,Theft Only,Band 5 - €951 - €1200,295.0,263.0,521.0,575.0,477.0,898.0,703.0,666.0,732.0,943.0,1027.0,996.0,674.6666666666666,,7391.0,,291.0,996.0,,
,,Measure,Theft Only,Band 6 - €1201 - €1500,346.0,551.0,535.0,505.0,482.0,665.0,789.0,941.0,676.0,1058.0,1009.0,1072.0,719.0833333333334,,8024.0,,467.0,1072.0,,
,,Measure,F - Jun 24 to present,Band 1 - €0 - €250,392.0,648.0,580.0,689.0,735.0,740.0,812.0,914.0,693.0,775.0,1163.0,1008.0,762.4166666666666,,8499.0,,358.0,1008.0,,
,,Measure,AD,Band 2 - €251 - €600,424.0,564.0,548.0,720.0,901.0,794.0,811.0,722.0,1094.0,864.0,745.0,958.0,762.0833333333334,,8653.0,,466.0,958.0,,
,,Measure,AD,Band 3 - €601 - €3000,466.0,425.0,455.0,418.0,529.0,685.0,824.0,759.0,779.0,919.0,834.0,954.0,670.5833333333334,,7394.0,,301.0,954.0,,
,,Measure,G - Jun 24 to present,Band 1 - €0 - €200,447.0,377.0,465.0,458.0,655.0,431.0,468.0,595.0,611.0,490.0,512.0,452.0,496.75,,5817.0,,308.0,452.0,,
,,Measure,AD,Band 2 - €201 - €400,381.0,502.0,526.0,680.0,768.0,654.0,804.0,991.0,892.0,898.0,895.0,912.0,741.9166666666666,,8578.0,,587.0,912.0,,
,,Measure,AD,Band 3 - €401 - €600,506.0,240.0,506.0,634.0,626.0,760.0,597.0,976.0,803.0,1064.0,910.0,716.0,694.8333333333334,,7963.0,,341.0,716.0,,
,,Measure,AD,Band 4 - €601 - €950,351.0,423.0,343.0,494.0,487.0,482.0,769.0,926.0,897.0,982.0,906.0,908.0,664.0,,7329.0,,269.0,908.0,,
,,Measure,AD,Band 5 - €951 - €1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,
