Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Reporting Month,,,,,,,,,,,,,,,,,,,,
,,Measure,Criteria,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,,,
,,,,,,,,,,,,,,,,Average,,2025,,2025,2026,,,,
,,Net Premium,Expected - Live,5.58,1.52,0.85,4.75,5.73,4.57,9.34,4.88,4.62,4.59,4.82,3.45,8.03237098545703,,0.9957759454149109,,0.9983820021243621,1.0017758655539821,,,,
,,Net Premium,AvE Difference,-8.032979188965557,-8.050456041027978,-7.982839600780981,-7.463273741705926,-7.537010776453829,-7.334366596120624,-7.815433008211986,-7.738063775211355,-7.774694990027806,-7.777916126226837,-7.929552263901078,1.0017758655539821,-7.036234186923331,,-7.797469983153032,,-7.919484451496281,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Time on Risk - Average Policy Age in Months,AvE Difference,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Time on Risk,B,32.06898231338645,8.401218146830718,34.85452028591563,4.217807557270484,13.600904310698397,34.40202833888143,8.263215674404526,2.193479660920521,38.28722650523916,6.225086698118988,199.77528942524035,22.348912703145967,33.71988930167105,,19.630451243908695,,21.46708508658978,22.348912703145967,,,,
,,Time on Risk,C,114.11938625204583,6.376087725999491,328.95516420064956,18.44517815013552,15.770444045781357,11.488638550386776,68.09440978572168,10.838213519313305,16.637085578002242,38.89066420953576,22.08104792951271,12.10306760102509,55.316615629009114,,20.063980768598746,,19.997296221018303,12.10306760102509,,,,
,,Time on Risk,D,25.133785020505073,1.9794077952445703,3.903980407427143,8.810123451129629,39.905816721213924,21.751690711112857,1.7630826451921109,10.07631863780359,27.36364544300963,36.19792500059036,118.8463525337222,105.05426566884938,33.39886616965004,,18.13345595795119,,19.562157108671475,105.05426566884938,,,,
,,Overall,D,32.06898231338645,8.401218146830718,34.85452028591563,4.217807557270484,13.600904310698397,34.40202833888143,8.263215674404526,2.193479660920521,38.28722650523916,6.225086698118988,199.77528942524035,22.348912703145967,20.714924466525847,,20.65277985520965,,20.65277985520965,24.144481199089913,,,,
