Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,,,Band 3 - €401 - €600,0.0,0.0,0.0,0.0,51.0,156.0,236.0,141.0,211.0,394.0,326.0,427.0,161.83333333333334,,1515.0,,0.0,427.0,,
,,,,Band 4 - €601 - €950,0.0,0.0,0.0,0.0,94.0,149.0,376.0,427.0,485.0,653.0,535.0,710.0,285.75,,2719.0,,0.0,710.0,,
,,,,Band 5 - €951 - €1200,0.0,0.0,0.0,0.0,45.0,207.0,285.0,505.0,227.0,468.0,566.0,806.0,259.0833333333333,,2303.0,,0.0,806.0,,
,,,,Band 6 - €1201 - €1500,0.0,0.0,0.0,0.0,39.0,184.0,256.0,273.0,460.0,712.0,649.0,935.0,292.3333333333333,,2573.0,,0.0,935.0,,
,,Total,,Band 6 - €1201 - €1500,0.0037968155032975233,0.006312075424146266,0.006042944438796833,0.0055679901209521815,0.005385234179478012,0.007271733187534172,0.008438502673796791,0.009741099988612955,0.007104646396704117,0.010971689308306543,0.010693543600830895,0.011123447438597948,0.007766771825762929,,0.007339664373174002,,0.005569668562977805,0.011123447438597948,,
,,Total,F - Jun 24 to present,Band 1 - €0 - €250,0.0043015944430422805,0.007423275634930636,0.006551229485050772,0.007596723155120897,0.008211923489452985,0.008091853471842537,0.008684491978609626,0.009461599776399831,0.007283313539816498,0.008036917971585606,0.01232566026537793,0.010459361024353294,0.008234812311264925,,0.007774153478016681,,0.0042696816821114645,0.010459361024353294,,
,,Total,AD,Band 2 - €251 - €600,0.004652745009821243,0.0064609991637359235,0.006189782341047971,0.007938520568486278,0.010066589202717196,0.008682340076544559,0.00867379679144385,0.00747404271177317,0.011497756150879147,0.00895986726122576,0.007895629318750265,0.009940543513224659,0.008231211999837987,,0.007915019419376201,,0.0055577420778322425,0.009940543513224659,,
,,Total,,Band 3 - €601 - €3000,0.00511363012871863,0.004868660717354198,0.00513932657878983,0.004608752218926756,0.005910350375402216,0.007490431930016402,0.00881283422459893,0.007857061521102266,0.008187159087326194,0.009530229181789899,0.008838865572936538,0.009899038112334368,0.007242926513143387,,0.006763394613066871,,0.003589872028814388,0.009899038112334368,,
,,Total,G - Jun 25 to present,Band 1 - €0 - €200,0.004905134479693621,0.004318788448100077,0.005252278811290705,0.005049781139398216,0.007318108687879871,0.004712957900492072,0.005005347593582888,0.006159356528400327,0.0064215073200979515,0.005081406201389609,0.00542625800161092,0.004690110300602866,0.005365364103994996,,0.005320890784989179,,0.0036733574248333273,0.004690110300602866,,
,,Total,AD,Band 2 - €201 - €400,0.0041808864357120125,0.005750747482616017,0.005941287429546045,0.007497491648014818,0.008580622095101895,0.007151448879168945,0.008598930481283422,0.010258692974192813,0.009374770097426143,0.009312454630301774,0.009485353342659715,0.009463231402986313,0.00801339315850821,,0.007846415876506306,,0.007000846780445335,0.009463231402986313,,
,,Total,,Band 3 - €401 - €600,0.005552568337192332,0.002749361346270606,0.005715382964544294,0.00699030838947264,0.006994100822309618,0.008310552214324767,0.0063850267379679145,0.010103415078518856,0.008439395054073085,0.011033910608731722,0.009644325745050659,0.007429466759362062,0.007504849169453158,,0.007283866824973153,,0.004066931434636898,0.007429466759362062,,
,,Total,,Band 4 - €601 - €950,0.003851682779356736,0.004845749372801943,0.0038742615747800256,0.00544670716782253,0.0054410976045763315,0.00527063969382176,0.008224598930481284,0.009585822092938996,0.009427319257165077,0.010183552836254278,0.009601933104413074,0.009421726002096023,0.007171820362461353,,0.006703938209246294,,0.0032082245041563802,0.009421726002096023,,
,,Total,,Band 5 - €951 - €1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,
,,Total,,Band 6 - €1201 - €1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,
,,Total,H - Jun 25 to present,Band 1 - €0 - €200,0.0,0.0,0.0,0.0,0.00042456203074722916,0.0011919081465281574,0.0017219251336898396,0.0014182047804888148,0.0028902037856414677,0.004282899512599813,0.0031158590868625206,0.003818496881906758,0.0016156397528386207,,0.001305296742337899,,0.0,0.003818496881906758,,
,,Total,AD % Theft,Band 2 - €201 - €400,0.0,0.0,0.0,0.0,0.00023462638541294243,0.0013231273920174958,0.001144385026737968,0.0022670572768397844,0.003394675719135251,0.0028829202530332885,0.004143880622323965,0.0036836043290133127,0.0016336413099733128,,0.0013354823012006534,,0.0,0.0036836043290133127,,
,,Total,,Band 3 - €401 - €600,0.0,0.0,0.0,0.0,0.0005698069360028602,0.0017058501913613997,0.0025240641711229946,0.0014596122193352035,0.00221757454098309,0.004085865394586747,0.0034550002119632032,0.004430701545038548,0.0017479511977786081,,0.001385791565971911,,0.0,0.004430701545038548,,
