Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,Net New Policies by Product and Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sales Month,,,,,,,,,,,,,,,,,,,,,,,,
,,Measure,Product,Band,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,,12 Month,Total,Total,Total,Total,Total,,YTD,YTD,,,,
,,,,,,,,,,,,,,,,,,Average,2021,2022,2023,2024,2025,,2025,2026,,,,
,,Policies,Theft Only,Band 6 - €1201 - €1500,563,539,568,594,544,806,609,810,931,932,944,1164,,750.3333333333334,0,0,0,1867,0,,361,1164,,,,
,,Policies,F - Jun 24 to present,Band 1 - €0 - €250,392,489,544,535,565,616,788,880,756,768,1139,1072,,712,0,0,0,722,0,,392,1072,,,,
,,Policies,AD,Band 2 - €251 - €600,556,392,465,547,481,620,430,755,917,892,646,653,,612.8333333333334,0,0,0,666,0,,512,653,,,,
,,Policies,AD,Band 3 - €601 - €3000,451,433,495,450,822,809,636,655,591,855,974,839,,667.5,0,0,0,410,0,,300,839,,,,
,,Policies,G- Jun 24 to present,Band 1 - €0 - €200,437,291,606,375,656,674,456,419,468,608,592,525,,508.9166666666667,0,0,0,315,0,,383,525,,,,
,,Policies,AD,Band 2 - €201 - €400,465,567,486,518,449,672,822,760,996,802,792,961,,690.8333333333334,0,0,0,305,0,,472,961,,,,
,,Policies,AD,Band 3 - €401 - €600,620,360,520,586,598,685,853,759,1108,802,1002,997,,740.8333333333334,0,0,0,422,0,,414,997,,,,
,,Policies,AD,Band 4 - €601 - €950,533,437,377,586,508,725,679,768,755,883,772,1034,,671.4166666666666,0,0,0,322,0,,403,1034,,,,
,,Policies,AD,Band 5 - €951 - €1200,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,,Policies,AD,Band 6 - €1201 - €1500,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,,Policies,H- Jun 25 to present,Band 1 - €0 - €200,0,0,0,0,36,162,229,171,187,267,251,278,,131.75,0,0,0,0,0,,0,278,,,,
,,Policies,AD & Theft,Band 2 - €201 - €400,0,0,0,0,2,78,203,277,259,319,301,404,,153.58333333333334,0,0,0,0,0,,0,404,,,,
,,Policies,AD & Theft,Band 3 - €401 - €600,0,0,0,0,91,63,181,297,293,395,448,413,,181.75,0,0,0,0,0,,0,413,,,,
,,Policies,AD & Theft,Band 4 - €601 - €950,0,0,0,0,70,201,285,426,464,578,888,732,,303.6666666666667,0,0,0,0,0,,0,732,,,,
,,Policies,AD & Theft,Band 5 - €951 - €1200,0,0,0,0,54,291,348,439,478,561,910,963,,337,0,0,0,0,0,,0,963,,,,
,,Policies,AD & Theft,Band 6 - €1201 - €1500,0,0,0,0,132,152,435,231,622,696,677,934,,323.25,0,0,0,0,0,,0,934,,,,
,,Total,,,86107,89161,88976,89526,91462,91059,94896,95522,97934,98246,100067,99197,,93512.75,130588,153891,157305,167556,0,,85032,99197,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Net New Business,D - May 18 to Present,Band 1 - €0 - €200,0.047905512908358205,0.051547201130539136,0.0567681172450998,0.055492259231954964,0.05363976296166714,0.056370045794484895,0.04572373967290508,0.05065848705010364,0.04868584965384851,0.04713677910551066,0.04213177171295232,0.043640432674375236,,0.04981584507638442,0.09019205440009802,0.08290933192974248,0.08046152379136073,0.06659862971185752,,,0.05072208109888042,0.043640432674375236,,,,
,,Mix,AD & Theft,Band 2 - €201 - €400,0.05889184386867502,0.05536052758493063,0.05517218126236288,0.05216361727319438,0.056384072073648074,0.05419563140381511,0.0533847580509189,0.05253240091287871,0.04732779218657463,0.046597316939112024,0.05582259885876463,0.04973940744175731,,0.053018616890923076,0.16820841118632646,0.16937312773326577,0.1702615937192079,0.14295519110028887,,,0.061506256468153164,0.04973940744175731,,,,
,,Mix,AD & Theft,Band 3 - €401 - €600,0.04718547853252349,0.05433990197507879,0.054250584427261286,0.04795255009717847,0.05333362489339835,0.05093400981781043,0.04237270274827179,0.046921128117082975,0.052147364551636814,0.04187447835026362,0.04698851769314559,0.04218877587023801,,0.04825990751706764,0.09193034582044292,0.08992728619607385,0.08451098185054512,0.07423189858912842,,,0.04932260795935648,0.04218877587023801,,,,
,,Mix,AD & Theft,Band 4 - €601 - €950,0.06345593273485314,0.06265071051244378,0.06099397590361446,0.05959162701338159,0.05923771621001071,0.05181256108676792,0.06027651323554207,0.05572538263436695,0.05382196172932791,0.05497424831545305,0.0484075669301568,0.050213212093107654,,0.05657695519238464,0.13356510552271264,0.13281478449032108,0.1190998378945361,0.10064694788607988,,,0.06536362781070655,0.050213212093107654,,,,
