Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Loss Month,,,,,,,,,,,,,,,,,,,
,,Criteria,Measure,Actual/,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,,
,,,,Expected,,,,,,,,,,,,,Average,,2025,,2025,2026,,,
,,Monthly Claims Frequency - Paid,FC,,0.028486013848804552,0.029288166175763096,0.02724302153634571,0.033254132144903414,0.034585141574194934,0.03721634678381903,0.04121308301291724,0.03760473298564518,0.037700651699337194,0.03877319014101543,0.04212163681446474,0.04798133215508654,0.036288954072691414,,0.03415946030718302,,0.00046597129950378985,0.04798133215508654,,,
,,Monthly Ultimate Claims Frequency,FC,,0.028486013848804552,0.029288166175763096,0.02724302153634571,0.033254132144903414,0.034585141574194934,0.03721634678381903,0.04121308301291724,0.03760473298564518,0.037700651699337194,0.03877319014101543,0.04212163681446474,0.04798133215508654,0.036288954072691414,,0.03415946030718302,,0.00046597129950378985,0.04798133215508654,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rejected Reason,Cancelación siniestro por petición cliente,,34,6,43,26,4,35,47,0,47,26,31,1,25,,308,,9,1,,,
,,(Denied Claims),Cliente no desvincula FMI (Apple),,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,
,,(Denied Claims),Daño estético,,18,26,29,28,25,19,2,24,48,25,40,0,23.666666666666668,,295,,11,0,,,
,,(Denied Claims),Desatendido,,8,17,29,49,23,49,22,10,8,11,5,29,21.666666666666668,,235,,4,29,,,
,,(Denied Claims),Garantía,,1,9,0,35,20,44,16,24,10,28,25,41,21.083333333333332,,236,,24,41,,,
,,(Denied Claims),Imposible contacto cliente recogida/entrega,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,
,,(Denied Claims),Incendio no cubierto,,0,29,9,0,37,0,48,0,0,50,0,43,18,,173,,0,43,,,
,,(Denied Claims),No se recupera terminal dañado,,21,29,36,28,11,6,13,32,48,33,46,10,26.083333333333332,,332,,29,10,,,
,,(Denied Claims),Notificado a otro seguro,,0,0,0,9,0,1,0,41,0,0,0,0,4.25,,51,,0,0,,,
,,(Denied Claims),Pérdida,,8,31,14,22,37,28,6,42,27,36,1,48,25,,256,,4,48,,,
,,(Denied Claims),Póliza no viva,,5,40,6,39,37,36,27,23,16,20,48,39,28,,302,,5,39,,,
,,(Denied Claims),Posible Fraude,,15,42,43,28,26,13,13,31,24,14,12,48,25.75,,271,,10,48,,,
,,(Denied Claims),Sin recibir justificación EOR18 en plazo,,5,44,0,30,39,46,28,29,0,0,13,0,19.5,,253,,19,0,,,
,,(Denied Claims),Siniestro existente anualidad y garantía,,11,39,48,42,14,10,22,22,3,35,10,34,24.166666666666668,,285,,29,34,,,
,,(Denied Claims),Suspensiones Movistar,,7,10,35,7,3,19,9,38,29,23,48,44,22.666666666666668,,228,,0,44,,,
,,(Denied Claims),Terminal incorrecto EOR18,,9,20,38,36,17,46,37,0,40,45,1,18,25.583333333333332,,310,,21,18,,,
,,(Denied Claims),Versiones contradictorias,,20,5,31,9,35,19,28,40,0,47,34,19,23.916666666666668,,301,,33,19,,,
,,(Denied Claims),Otros,,3,22,46,44,30,30,46,40,0,0,5,0,22.166666666666668,,295,,29,0,,,
,,Total,,,214,369,433,480,422,424,432,434,341,441,343,387,393.3333333333333,,4599,,266,387,,,
