Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,2nd Renewal Cancellation by Product,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cancellation Month,,,,,,,,,,,,,,,,,,
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,,,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,2nd Renewal,D,,405,326,223,209,460,411,403,254,511,492,273,597,380.3333333333333,,4515,,548,597,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,405,326,223,209,460,411,403,254,511,492,273,597,380.3333333333333,,4515,,548,597,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off,D,,268,279,213,222,440,267,253,249,625,545,124,541,335.5,,4018,,533,541,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,268,279,213,222,440,267,253,249,625,545,124,541,335.5,,4018,,533,541,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off ,D,,0.6617283950617284,0.8558282208588958,0.9551569506726457,1.062200956937799,0.9565217391304348,0.6496350364963503,0.6277915632754343,0.9803149606299213,1.2230919765166341,1.1077235772357723,0.4542124542124542,0.9061976549413735,0.870033623830787,,0.889922480620155,,0.9726277372262774,0.9061976549413735,,
,,Rate,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Rate,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Rate,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Rate,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,0.6617283950617284,0.8558282208588958,0.9551569506726457,1.062200956937799,0.9565217391304348,0.6496350364963503,0.6277915632754343,0.9803149606299213,1.2230919765166341,1.1077235772357723,0.4542124542124542,0.9061976549413735,0.870033623830787,,0.889922480620155,,0.9726277372262774,0.9061976549413735,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,,,,,,,,,,,,,,,,,,,,,,`
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,3rd Renewal Cancellation by Product,H,,,,,,,,,,,,,,,,,,,,,
,,3rd Renewal Cancellation by Product,H,,,Cancellation Month,,,,,,,,,,,,,,,,,,
,,Measure,Product,,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2026-01-01 00:00:00,12 Month,,Total,,YTD,YTD,,
,,Measure,Product,,,,,,,,,,,,,,Average,,2025,,2025,2026,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,3rd Renewal,D,,311,230,415,387,279,246,320,239,309,233,278,450,308.0833333333333,,3558,,311,450,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,311,230,415,387,279,246,320,239,309,233,278,450,308.0833333333333,,3558,,311,450,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Cooling Off,D,,286,326,447,377,227,245,323,322,290,419,256,445,330.25,,3896,,378,445,,
,,Volume,E,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,F,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Volume,H,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,
,,Total,,,286,326,447,377,227,245,323,322,290,419,256,445,330.25,,3896,,378,445,,
,,,,,,,,,,,,,,,,,,,,,,,,
