Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,D,,,G Band 3,415.0,643.0,449.0,697.0,680.0,789.0,765.0,926.0,954.0,846.0,938.0,773.0,739.5833333333334,,8571.0,,469.0,773.0,,
,D,,,G Band 4,419.0,433.0,288.0,325.0,576.0,651.0,718.0,964.0,738.0,479.0,834.0,974.0,616.5833333333334,,6709.0,,284.0,974.0,,
,D,,,G Band 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,
,D,,,G Band 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,
,D,Measure,AD,G Band 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,
,D,Measure,H- Jun 25 to present,H Band 1,0.0,0.0,0.0,0.0,29.0,162.0,185.0,165.0,203.0,375.0,358.0,439.0,159.66666666666666,,1477.0,,0.0,439.0,,
,D,Measure,AD & Theft,H Band 2,0.0,0.0,0.0,0.0,13.0,41.0,147.0,295.0,203.0,319.0,317.0,388.0,143.58333333333334,,1335.0,,0.0,388.0,,
,D,Measure,AD & Theft,H Band 3,0.0,0.0,0.0,0.0,83.0,118.0,107.0,190.0,224.0,364.0,379.0,373.0,153.16666666666666,,1465.0,,0.0,373.0,,
,D,Measure,AD & Theft,H Band 4,0.0,0.0,0.0,0.0,81.0,212.0,431.0,333.0,606.0,773.0,769.0,970.0,347.9166666666667,,3205.0,,0.0,970.0,,
,D,Measure,AD & Theft,H Band 5,0.0,0.0,0.0,0.0,68.0,214.0,187.0,371.0,570.0,799.0,646.0,678.0,294.4166666666667,,2855.0,,0.0,678.0,,
,D,Measure,AD & Theft,H Band 6,0.0,0.0,0.0,0.0,116.0,129.0,182.0,510.0,500.0,632.0,834.0,724.0,302.25,,2903.0,,0.0,724.0,,
,,Total,,,86457.0,91080.0,87971.0,89443.0,90244.0,94720.0,96742.0,94148.0,95790.0,96907.0,96361.0,101380.0,93436.91666666667,,1106376.0,,86513.0,101380.0,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,D,D Band 1,0.8382163257785148,1.1143798540833136,1.0810325476992144,0.8848376170551903,0.9577677224736049,0.8697513249082756,1.20489443378119,0.9059357128771446,0.9900158838211935,1.0567735979690744,0.8944567627494456,0.9357262103505843,0.9778156661288954,,0.9745971631712459,,0.0,0.947390661314177,,
,,Total,AD & Theft,D Band 2,1.0784982935153584,1.1223733003708283,0.9333333333333333,0.9505376344086022,1.0152992924077262,0.9524886877828054,1.114098091524728,0.8849206349206349,1.1261031574818592,1.0058857034364914,1.039279869067103,1.0485455596224234,1.0226136298226578,,1.0146813810395738,,0.0,1.004799704633561,,
,,Total,D,D Band 3,0.9129965457685665,1.1904306220095693,0.881179715680034,0.9040032679738562,0.8676860346585117,1.2359413202933984,0.917189460476788,0.9612107623318386,1.0151946818613484,0.9701164579213359,0.9417315404576551,1.0373669346078644,0.9862539453367306,,0.9739048707222232,,0.0,1.0554818744473917,,
,,Total,D,D Band 4,1.0471716203259827,1.0382352941176471,0.9241992882562278,1.070321361058601,0.9156929714182995,1.0016866566716642,1.0197355035605289,1.0715098634294384,1.0321705426356589,0.8943396226415095,0.7771428571428571,0.9587326422843732,0.9792448519618991,,0.9869181530047852,,0.0,0.8745762711864407,,
,,Total,D,D Band 5,0.9395758303321329,0.924962694521424,1.017798690671031,0.9474165523548239,0.987219730941704,1.1241142857142856,1.0603048376408217,1.066955579631636,0.9650867541261109,0.9570666047806916,1.0879023307436182,1.2089514709580085,1.0239462802013575,,1.010285609330517,,0.0,1.0618374558303887,,
,,Total,D,D Band 6,1.0052498950021,1.0869484267361758,1.0154257507198683,1.0593441963387649,0.9119567244916993,0.9731585518102372,1.0408487011699386,1.0384698978482938,0.9607684529828109,1.1246284501061572,1.1733360555328705,0.9809674861221253,1.03092521573842,,1.02686361033449,,0.0,0.9677293174261686,,
,,Total,D,D AD Band 1,1.1597131681877444,0.9754797441364605,1.212140781401356,1.0167450058754406,0.8724268689057422,0.9666764104063139,1.1115967365967365,0.9232564169043298,0.9277608635482978,1.015587529976019,0.9264947888096544,1.032325338894682,1.0116836378035645,,0.9954689946387058,,0.0,1.038552321007081,,
,,Total,AD Only,D AD Band 2,1.0682697622996131,1.0666666666666667,1.102755453501722,1.0257648953301126,1.1325233116699633,0.9514611193660227,0.9228088984186545,0.9089955415683189,0.9839276745354093,1.0379451255107999,1.05593029792018,1.0681357649442755,1.0270987093109782,,1.007205513784461,,0.0,1.1363513877661007,,
